parameter conso2 /
*=>gams2prm conso2
* Called from c:\D drive\eppa4_docs\tech_note1\model_chk_tn1\y_ghg_new\tn_conurb.gms, line 675
* 07/29/06 13:10:48
COAL.gen.USA   8.1392615868925E+00
COAL.gen.CAN   7.6293198850439E+00
COAL.gen.MEX   5.4726492653264E+00
COAL.gen.JPN   8.4047061034161E+00
COAL.gen.ANZ   7.6008214437102E+00
COAL.gen.EUR   7.6588991672112E+00
COAL.gen.EET   5.1524391139713E+00
COAL.gen.FSU   4.7183632655881E+00
COAL.gen.ASI   5.8590034310997E+00
COAL.gen.CHN   3.9253144783290E+00
COAL.gen.IND   3.4337666308174E+00
COAL.gen.IDZ   4.1224104650726E+00
COAL.gen.AFR   3.8666145054594E+00
COAL.gen.MES   5.1993148376876E+00
COAL.gen.LAM   5.4288806037433E+00
COAL.gen.ROW   4.1494319481239E+00
COAL.dom.USA   2.0873606047032E+00
COAL.dom.CAN   2.0404935239902E+00
COAL.dom.MEX   1.8159040140675E+00
COAL.dom.JPN   2.1110050911017E+00
COAL.dom.ANZ   2.0378150923874E+00
COAL.dom.EUR   2.0432666799604E+00
COAL.dom.EET   1.7778804558721E+00
COAL.dom.FSU   1.7238027162159E+00
COAL.dom.ASI   1.8599063693929E+00
COAL.dom.CHN   1.6159885881025E+00
COAL.dom.IND   1.5418603379886E+00
COAL.dom.IDZ   1.6440159270555E+00
COAL.dom.AFR   1.6074653534970E+00
COAL.dom.MES   1.7835408001785E+00
COAL.dom.LAM   1.8107934122814E+00
COAL.dom.ROW   1.6477901311262E+00
ROIL.gen.USA   5.4776269429841E+01
ROIL.gen.CAN   4.8410804216836E+01
ROIL.gen.MEX   2.5671476017565E+01
ROIL.gen.JPN   5.8237612055660E+01
ROIL.gen.ANZ   4.8066123811926E+01
ROIL.gen.EUR   4.8769797380021E+01
ROIL.gen.EET   2.2879995908701E+01
ROIL.gen.FSU   1.9341008625228E+01
ROIL.gen.ASI   2.9242629988100E+01
ROIL.gen.CHN   1.3611081999554E+01
ROIL.gen.IND   1.0542764270164E+01
ROIL.gen.IDZ   1.4945714792621E+01
ROIL.gen.AFR   1.3225098114366E+01
ROIL.gen.MES   2.3279076456025E+01
ROIL.gen.LAM   2.5280894817600E+01
ROIL.gen.ROW   1.5133319627923E+01
ROIL.dom.USA   2.7606339007911E+00
ROIL.dom.CAN   2.6754694564934E+00
ROIL.dom.MEX   2.2778191373447E+00
ROIL.dom.JPN   2.8038769575033E+00
ROIL.dom.ANZ   2.6706245998089E+00
ROIL.dom.EUR   2.6804882006902E+00
ROIL.dom.EET   2.2122673251289E+00
ROIL.dom.FSU   2.1199538687777E+00
ROIL.dom.ASI   2.3543313301572E+00
ROIL.dom.CHN   1.9391953020008E+00
ROIL.dom.IND   1.8175281269799E+00
ROIL.dom.IDZ   1.9857573782559E+00
ROIL.dom.AFR   1.9250960574093E+00
ROIL.dom.MES   2.2219922040398E+00
ROIL.dom.LAM   2.2689779629947E+00
ROIL.dom.ROW   1.9920506822740E+00
ROIL.trn.USA   4.2816065577889E+00
ROIL.trn.CAN   4.0937035824849E+00
ROIL.trn.MEX   3.2511284646657E+00
ROIL.trn.JPN   4.3779843721758E+00
ROIL.trn.ANZ   4.0830908604388E+00
ROIL.trn.EUR   4.1047059689791E+00
ROIL.trn.EET   3.1179681244882E+00
ROIL.trn.FSU   2.9333250651321E+00
ROIL.trn.ASI   3.4086595907459E+00
ROIL.trn.CHN   2.5818298952816E+00
ROIL.trn.IND   2.3530183691623E+00
ROIL.trn.IDZ   2.6710731451463E+00
ROIL.trn.AFR   2.5549877268533E+00
ROIL.trn.MES   3.1376166412248E+00
ROIL.trn.LAM   3.2330708800512E+00
ROIL.trn.ROW   2.6832052163056E+00
/;
parameter connox /
*=>gams2prm connox
* Called from c:\D drive\eppa4_docs\tech_note1\model_chk_tn1\y_ghg_new\tn_conurb.gms, line 826
* 07/29/06 13:10:48
COAL.gen.USA   1.6417630755215E+02
COAL.gen.CAN   1.4026508588168E+02
COAL.gen.MEX   6.2505610777369E+01
COAL.gen.JPN   1.7750814936060E+02
COAL.gen.ANZ   1.3899382166207E+02
COAL.gen.EUR   1.4159177997096E+02
COAL.gen.EET   5.3977854789743E+01
COAL.gen.FSU   4.3574129554927E+01
COAL.gen.ASI   7.3789530401200E+01
COAL.gen.CHN   2.7848601783157E+01
COAL.gen.IND   2.0111582979455E+01
COAL.gen.IDZ   3.1373751548738E+01
COAL.gen.AFR   2.6846266100692E+01
COAL.gen.MES   5.5180368426520E+01
COAL.gen.LAM   6.1296388594119E+01
COAL.gen.ROW   3.1876412436916E+01
COAL.dom.USA   2.1365936264383E+01
COAL.dom.CAN   1.9439668667957E+01
COAL.dom.MEX   1.1967009501620E+01
COAL.dom.JPN   2.2391068290692E+01
COAL.dom.ANZ   1.9333721169291E+01
COAL.dom.EUR   1.9549827183602E+01
COAL.dom.EET   1.0958426611006E+01
COAL.dom.FSU   9.6368162923030E+00
COAL.dom.ASI   1.3220519130102E+01
COAL.dom.CHN   7.3659942409521E+00
COAL.dom.IND   6.0587483212122E+00
COAL.dom.IDZ   7.9122814171804E+00
COAL.dom.AFR   7.2056941305328E+00
COAL.dom.MES   1.1104318303638E+01
COAL.dom.LAM   1.1827504317701E+01
COAL.dom.ROW   7.9881311242464E+00
ROIL.gen.USA   5.9226518750312E+01
ROIL.gen.CAN   5.2217878118729E+01
ROIL.gen.MEX   2.7349684423725E+01
ROIL.gen.JPN   6.3044405735064E+01
ROIL.gen.ANZ   5.1838863724706E+01
ROIL.gen.EUR   5.2612686959050E+01
ROIL.gen.EET   2.4321027123313E+01
ROIL.gen.FSU   2.0491849150768E+01
ROIL.gen.ASI   3.1233570053234E+01
ROIL.gen.CHN   1.4322452316321E+01
ROIL.gen.IND   1.1038614931851E+01
ROIL.gen.IDZ   1.5755568900116E+01
ROIL.gen.AFR   1.3908485973264E+01
ROIL.gen.MES   2.4753593175943E+01
ROIL.gen.LAM   2.6925513936718E+01
ROIL.gen.ROW   1.5957222888606E+01
